from	to	direction	method	weight
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|241916|estExt_fgenesh1_pg.C_530081	0	M0039	0.126819393272275
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|242065|estExt_fgenesh1_pg.C_560039	0	M0039	0.137979366757383
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|242223|estExt_fgenesh1_pg.C_590028	0	M0039	0.174855143077783
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|242822|estExt_fgenesh1_pg.C_730044	0	M0039	0.112243086646599
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|242897|estExt_fgenesh1_pg.C_740081	0	M0039	0.154570594408379
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|243753|estExt_fgenesh1_pg.C_980001	0	M0039	0.0735016136063452
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|244054|estExt_fgenesh1_pg.C_1060041	0	M0039	0.080895071852824
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|244226|estExt_fgenesh1_pg.C_1140030	0	M0039	0.165556080689867
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|245314|estExt_fgenesh1_pg.C_1540023	0	M0039	0.131690818119054
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|245995|estExt_fgenesh1_pg.C_1900030	0	M0039	0.144320419600061
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|246083|estExt_fgenesh1_pg.C_1950036	0	M0039	0.162308914560553
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|246327|estExt_fgenesh1_pg.C_2110035	0	M0039	0.0790972324521706
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|246553|estExt_fgenesh1_pg.C_2260012	0	M0039	0.143955822041616
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|246622|estExt_fgenesh1_pg.C_2300002	0	M0039	0.137630349842328
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|247377|estExt_fgenesh1_pg.C_2960021	0	M0039	0.15128373440464
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|247474|estExt_fgenesh1_pg.C_3060024	0	M0039	0.08109043387866
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|247626|estExt_fgenesh1_pg.C_3250018	0	M0039	0.127753475112452
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|248023|estExt_fgenesh1_pg.C_3950006	0	M0039	0.137299976310368
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|248068|estExt_fgenesh1_pg.C_4100012	0	M0039	0.124337335417355
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|248100|estExt_fgenesh1_pg.C_4200004	0	M0039	0.191373131918978
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|248189|estExt_fgenesh1_pg.C_4510004	0	M0039	0.11008746712674
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|248502|estExt_fgenesh1_pg.C_5970002	0	M0039	0.161255986903353
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|248770|estExt_fgenesh1_pg.C_19960001	0	M0039	0.204034229207657
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|25946|gw.30.20.1	0	M0039	0.148324696020084
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|28519|gw.123.37.1	0	M0039	0.140898500037794
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|32224|gw.7.84.1	0	M0039	0.0939163691660405
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|32966|gw.13.70.1	0	M0039	0.162848671205723
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|39271|gw.47.169.1	0	M0039	0.116481089005242
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|418|gw.1762.1.1	0	M0039	0.136030353004585
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|46108|gw.881.7.1	0	M0039	0.100831699706357
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|48053|gw.2774.2.1	0	M0039	0.118283164363083
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|49232|gw.3929.3.1	0	M0039	0.141212937567868
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|59568|gw.103.163.1	0	M0039	0.1580531158232
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|60399|gw.61.211.1	0	M0039	0.134703623449657
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|64326|gw.15.244.1	0	M0039	0.0885818360795421
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|80875|e_gw.3.408.1	0	M0039	0.158247573890072
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|82127|e_gw.5.144.1	0	M0039	0.152489165481245
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|82732|e_gw.6.244.1	0	M0039	0.112977425404082
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|82891|e_gw.6.263.1	0	M0039	0.154289717067538
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|83189|e_gw.7.369.1	0	M0039	0.0735761467231603
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|85537|e_gw.11.243.1	0	M0039	0.137212490801439
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|86262|e_gw.13.309.1	0	M0039	0.125561137763559
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|86743|e_gw.14.268.1	0	M0039	0.111267837127587
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|88977|e_gw.20.244.1	0	M0039	0.124128951446262
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|91061|e_gw.26.194.1	0	M0039	0.157905488400604
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|92016|e_gw.29.126.1	0	M0039	0.155877459534134
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|95856|e_gw.41.49.1	0	M0039	0.149027825787759
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|97320|e_gw.46.327.1	0	M0039	0.166177174275936
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|98785|e_gw.51.152.1	0	M0039	0.163953040719763
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|99227|e_gw.52.77.1	0	M0039	0.12602609747976
jgi|Nemve1|118896|e_gw.157.10.1	jgi|Nemve1|99372|e_gw.53.32.1	0	M0039	0.0999179257226381
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|123898|e_gw.205.30.1	0	M0039	0.150155535396662
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|124231|e_gw.208.47.1	0	M0039	0.0637780871316805
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|124362|e_gw.210.72.1	0	M0039	0.0503640576217952
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|126388|e_gw.231.36.1	0	M0039	0.135802445749805
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|127852|e_gw.243.64.1	0	M0039	0.129842324612813
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|128230|e_gw.247.4.1	0	M0039	0.101708369134118
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|128899|e_gw.257.44.1	0	M0039	0.144394720292495
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|129189|e_gw.262.12.1	0	M0039	0.0713250178237956
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|131398|e_gw.294.64.1	0	M0039	0.103324505390238
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|135318|e_gw.354.10.1	0	M0039	0.0501044561733164
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|142536|e_gw.679.3.1	0	M0039	0.105545135589419
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|156458|e_gw.10827.1.1	0	M0039	0.0862580239347087
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|161616|estExt_gwp.C_230001	0	M0039	0.164658900089472
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|162025|estExt_gwp.C_260256	0	M0039	0.204760502086332
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|164044|estExt_gwp.C_460094	0	M0039	0.106824390760425
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|164599|estExt_gwp.C_520012	0	M0039	0.0692413189693525
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|164749|estExt_gwp.C_530090	0	M0039	0.127428354336782
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|164783|estExt_gwp.C_530152	0	M0039	0.139041436904953
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|166542|estExt_gwp.C_750027	0	M0039	0.163084811805118
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|167199|estExt_gwp.C_840046	0	M0039	0.126761853416346
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|167758|estExt_gwp.C_920122	0	M0039	0.116853004113361
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|169407|estExt_gwp.C_1260137	0	M0039	0.118506719746179
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|169715|estExt_gwp.C_1320043	0	M0039	0.103010059690448
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|170128|estExt_gwp.C_1410003	0	M0039	0.18473339871158
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|170199|estExt_gwp.C_1420062	0	M0039	0.129691443558288
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|170741|estExt_gwp.C_1560051	0	M0039	0.151330482821071
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|170765|estExt_gwp.C_1570016	0	M0039	0.0694587848134107
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|175458|estExt_gwp.C_3950008	0	M0039	0.148653997585008
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|177781|estExt_GenewiseH_1.C_40190	0	M0039	0.0830821710274304
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|178050|estExt_GenewiseH_1.C_50291	0	M0039	0.165269740048099
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|178085|estExt_GenewiseH_1.C_50343	0	M0039	0.102424671339996
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|178205|estExt_GenewiseH_1.C_50588	0	M0039	0.0987190817572578
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|178884|estExt_GenewiseH_1.C_90063	0	M0039	0.144574930412575
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|179620|estExt_GenewiseH_1.C_130251	0	M0039	0.0929094429586221
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|179894|estExt_GenewiseH_1.C_140343	0	M0039	0.184870484878106
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|180316|estExt_GenewiseH_1.C_180090	0	M0039	0.193750969692907
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|181253|estExt_GenewiseH_1.C_260219	0	M0039	0.168093949960984
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|183894|estExt_GenewiseH_1.C_520198	0	M0039	0.200030823914878
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|183924|estExt_GenewiseH_1.C_520269	0	M0039	0.116767186069529
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|184512|estExt_GenewiseH_1.C_580285	0	M0039	0.171004908413051
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|184858|estExt_GenewiseH_1.C_620237	0	M0039	0.088466370100922
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|186704|estExt_GenewiseH_1.C_880277	0	M0039	0.186263221317696
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|186779|estExt_GenewiseH_1.C_890109	0	M0039	0.186750262264755
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|186817|estExt_GenewiseH_1.C_890182	0	M0039	0.0877637738410682
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|186925|estExt_GenewiseH_1.C_920025	0	M0039	0.0961979795586935
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|188209|estExt_GenewiseH_1.C_1180017	0	M0039	0.136575172754986
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|19096|gw.217.35.1	0	M0039	0.106447854063253
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|191334|estExt_GenewiseH_1.C_2020069	0	M0039	0.0839816410606149
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|191780|estExt_GenewiseH_1.C_2170106	0	M0039	0.181967667049701
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|192238|estExt_GenewiseH_1.C_2320090	0	M0039	0.122925828015993
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|192713|estExt_GenewiseH_1.C_2550063	0	M0039	0.132981322629495
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|193264|estExt_GenewiseH_1.C_2850011	0	M0039	0.237191687654989
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|193548|estExt_GenewiseH_1.C_3000027	0	M0039	0.159941636350122
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|194914|estExt_GenewiseH_1.C_4440001	0	M0039	0.099067117622249
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|195236|estExt_GenewiseH_1.C_5450006	0	M0039	0.11238168616123
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|196760|fgenesh1_pg.scaffold_3000081	0	M0039	0.15412404055452
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|196774|fgenesh1_pg.scaffold_3000095	0	M0039	0.136560362228632
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|197451|fgenesh1_pg.scaffold_5000257	0	M0039	0.0588644833598735
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|198712|fgenesh1_pg.scaffold_11000124	0	M0039	0.130423460947551
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|198765|fgenesh1_pg.scaffold_11000177	0	M0039	0.128064375188115
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|199578|fgenesh1_pg.scaffold_16000028	0	M0039	0.102743741648326
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|199963|fgenesh1_pg.scaffold_18000087	0	M0039	0.0733222187571845
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|201177|fgenesh1_pg.scaffold_26000106	0	M0039	0.127009368207337
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|201348|fgenesh1_pg.scaffold_27000111	0	M0039	0.0948193900660209
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|201448|fgenesh1_pg.scaffold_28000065	0	M0039	0.0807369739642836
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|201470|fgenesh1_pg.scaffold_28000087	0	M0039	0.0895380132660056
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|202084|fgenesh1_pg.scaffold_32000096	0	M0039	0.0970853266033254
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|202556|fgenesh1_pg.scaffold_36000033	0	M0039	0.108753740429599
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|202620|fgenesh1_pg.scaffold_36000097	0	M0039	0.0674752950471399
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|203412|fgenesh1_pg.scaffold_42000127	0	M0039	0.0854915278705043
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|205418|fgenesh1_pg.scaffold_59000045	0	M0039	0.147983710877013
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|205839|fgenesh1_pg.scaffold_63000052	0	M0039	0.0918577653795484
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|206414|fgenesh1_pg.scaffold_69000055	0	M0039	0.0554061416890837
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|208419|fgenesh1_pg.scaffold_92000035	0	M0039	0.186115373912112
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|208550|fgenesh1_pg.scaffold_93000061	0	M0039	0.0827731902572363
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|210155|fgenesh1_pg.scaffold_117000047	0	M0039	0.0975278334308464
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|210610|fgenesh1_pg.scaffold_124000054	0	M0039	0.0700592287078157
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|213594|fgenesh1_pg.scaffold_179000028	0	M0039	0.0817896885570183
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|214007|fgenesh1_pg.scaffold_190000005	0	M0039	0.135939148900264
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|215383|fgenesh1_pg.scaffold_226000033	0	M0039	0.113378234818966
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|215881|fgenesh1_pg.scaffold_242000003	0	M0039	0.107396332090519
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|216064|fgenesh1_pg.scaffold_247000033	0	M0039	0.15748377820652
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|216455|fgenesh1_pg.scaffold_261000021	0	M0039	0.0975728272023536
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|216498|fgenesh1_pg.scaffold_262000029	0	M0039	0.0992301582889814
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|217048|fgenesh1_pg.scaffold_282000006	0	M0039	0.130222935868477
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|217793|fgenesh1_pg.scaffold_313000009	0	M0039	0.193419328129023
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|219945|fgenesh1_pg.scaffold_458000003	0	M0039	0.0756826003686175
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|220479|fgenesh1_pg.scaffold_527000005	0	M0039	0.113390175128848
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|220854|fgenesh1_pg.scaffold_592000001	0	M0039	0.0978565845110429
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|222446|fgenesh1_pg.scaffold_1634000003	0	M0039	0.111456937440639
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|222918|fgenesh1_pg.scaffold_2061000002	0	M0039	0.0820895336449848
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|224051|fgenesh1_pg.scaffold_3787000001	0	M0039	0.114868563132741
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|227549|fgenesh1_kg.scaffold_351000002	0	M0039	0.115839381206542
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|228853|fgenesh1_pm.scaffold_38000019	0	M0039	0.0606508041285355
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|230591|fgenesh1_pm.scaffold_216000004	0	M0039	0.105189266647891
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|232030|fgsh_est.C_scaffold_15000012	0	M0039	0.206264573628216
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|232080|fgsh_est.C_scaffold_19000010	0	M0039	0.122585254454677
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|232813|fgsh_est.C_scaffold_85000001	0	M0039	0.168574688209573
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|233042|fgsh_est.C_scaffold_122000002	0	M0039	0.0915359561430841
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|234533|estExt_fgenesh1_pm.C_370005	0	M0039	0.113169447048581
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|234831|estExt_fgenesh1_pm.C_640005	0	M0039	0.143319467666934
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|234942|estExt_fgenesh1_pm.C_750012	0	M0039	0.0977795405029377
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|235730|estExt_fgenesh1_pm.C_2160005	0	M0039	0.109275976399461
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|235892|estExt_fgenesh1_pm.C_2700006	0	M0039	0.129218409032797
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|236349|estExt_fgenesh1_kg.C_50005	0	M0039	0.119063384963201
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|236441|estExt_fgenesh1_kg.C_110010	0	M0039	0.0789221205662174
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|236543|estExt_fgenesh1_kg.C_230001	0	M0039	0.164460558995136
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|236562|estExt_fgenesh1_kg.C_250010	0	M0039	0.138507694710432
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|236584|estExt_fgenesh1_kg.C_260018	0	M0039	0.0801150944888853
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|237274|estExt_fgenesh1_kg.C_1570005	0	M0039	0.083988053469715
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|237606|estExt_fgenesh1_kg.C_4280001	0	M0039	0.208229383901618
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|237669|estExt_fgenesh1_kg.C_7390001	0	M0039	0.151375900959655
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|237737|estExt_fgenesh1_pg.C_10093	0	M0039	0.150631109753963
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|237777|estExt_fgenesh1_pg.C_10178	0	M0039	0.116768390920139
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|237812|estExt_fgenesh1_pg.C_10273	0	M0039	0.0960839651162726
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|238060|estExt_fgenesh1_pg.C_30102	0	M0039	0.101313665011173
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|238064|estExt_fgenesh1_pg.C_30115	0	M0039	0.0492066718069284
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|238287|estExt_fgenesh1_pg.C_40251	0	M0039	0.0593464277522119
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|238321|estExt_fgenesh1_pg.C_50049	0	M0039	0.0978835049780105
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|238352|estExt_fgenesh1_pg.C_50096	0	M0039	0.0500118289525268
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|238673|estExt_fgenesh1_pg.C_70154	0	M0039	0.0945220716688578
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|239130|estExt_fgenesh1_pg.C_120063	0	M0039	0.100769799605655
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|239150|estExt_fgenesh1_pg.C_120107	0	M0039	0.0856659437956544
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|239246|estExt_fgenesh1_pg.C_130070	0	M0039	0.107134747378069
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|239424|estExt_fgenesh1_pg.C_140156	0	M0039	0.208873269990417
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|239595|estExt_fgenesh1_pg.C_170015	0	M0039	0.16198959431425
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|239707|estExt_fgenesh1_pg.C_180099	0	M0039	0.178639200646209
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|240339|estExt_fgenesh1_pg.C_270112	0	M0039	0.0898481669870276
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|240700|estExt_fgenesh1_pg.C_330021	0	M0039	0.13972544241772
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|240962|estExt_fgenesh1_pg.C_370103	0	M0039	0.218285271846093
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|241027|estExt_fgenesh1_pg.C_380079	0	M0039	0.104724538245601
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|241645|estExt_fgenesh1_pg.C_480100	0	M0039	0.0982851022213931
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|241656|estExt_fgenesh1_pg.C_490008	0	M0039	0.0994641028693979
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|241819|estExt_fgenesh1_pg.C_520028	0	M0039	0.219749731321487
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|241916|estExt_fgenesh1_pg.C_530081	0	M0039	0.0785295579495415
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|242065|estExt_fgenesh1_pg.C_560039	0	M0039	0.115708431904993
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|242223|estExt_fgenesh1_pg.C_590028	0	M0039	0.163427495621716
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|242822|estExt_fgenesh1_pg.C_730044	0	M0039	0.121984484959217
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|242897|estExt_fgenesh1_pg.C_740081	0	M0039	0.135558049319614
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|243753|estExt_fgenesh1_pg.C_980001	0	M0039	0.0572113738433653
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|244054|estExt_fgenesh1_pg.C_1060041	0	M0039	0.074893626840562
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|244226|estExt_fgenesh1_pg.C_1140030	0	M0039	0.156139592437938
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|245314|estExt_fgenesh1_pg.C_1540023	0	M0039	0.14213456603696
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|245995|estExt_fgenesh1_pg.C_1900030	0	M0039	0.165525682123331
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|246083|estExt_fgenesh1_pg.C_1950036	0	M0039	0.142577610718847
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|246327|estExt_fgenesh1_pg.C_2110035	0	M0039	0.0585972687636296
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|246553|estExt_fgenesh1_pg.C_2260012	0	M0039	0.127863846061206
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|246622|estExt_fgenesh1_pg.C_2300002	0	M0039	0.0990630700083801
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|247377|estExt_fgenesh1_pg.C_2960021	0	M0039	0.112090585241051
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|247474|estExt_fgenesh1_pg.C_3060024	0	M0039	0.0610791156521137
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|247626|estExt_fgenesh1_pg.C_3250018	0	M0039	0.117585114285748
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|248023|estExt_fgenesh1_pg.C_3950006	0	M0039	0.088607241557194
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|248068|estExt_fgenesh1_pg.C_4100012	0	M0039	0.0859495135575091
jgi|Nemve1|120705|e_gw.173.2.1	jgi|Nemve1|248100|estExt_fgenesh1_pg.C_4200004	0	M0039	0.195747658772332
