from	to	direction	method	weight
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|216498|fgenesh1_pg.scaffold_262000029	0	M0039	0.080878918104033
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|217048|fgenesh1_pg.scaffold_282000006	0	M0039	0.169419355359234
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|217793|fgenesh1_pg.scaffold_313000009	0	M0039	0.145381972849371
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|219945|fgenesh1_pg.scaffold_458000003	0	M0039	0.0913167680429875
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|220479|fgenesh1_pg.scaffold_527000005	0	M0039	0.126904123456781
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|220854|fgenesh1_pg.scaffold_592000001	0	M0039	0.0680521203618356
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|222446|fgenesh1_pg.scaffold_1634000003	0	M0039	0.128326628865945
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|222918|fgenesh1_pg.scaffold_2061000002	0	M0039	0.092472505155641
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|224051|fgenesh1_pg.scaffold_3787000001	0	M0039	0.0540547598510174
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|227549|fgenesh1_kg.scaffold_351000002	0	M0039	0.157587203038264
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|228853|fgenesh1_pm.scaffold_38000019	0	M0039	0.0768492243038717
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|230591|fgenesh1_pm.scaffold_216000004	0	M0039	0.10456461593331
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|232030|fgsh_est.C_scaffold_15000012	0	M0039	0.17161775913449
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|232080|fgsh_est.C_scaffold_19000010	0	M0039	0.18062698427079
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|232813|fgsh_est.C_scaffold_85000001	0	M0039	0.206263086394086
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|233042|fgsh_est.C_scaffold_122000002	0	M0039	0.0566204418140573
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|234533|estExt_fgenesh1_pm.C_370005	0	M0039	0.141021520306045
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|234831|estExt_fgenesh1_pm.C_640005	0	M0039	0.178322117402988
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|234942|estExt_fgenesh1_pm.C_750012	0	M0039	0.06727698560627
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|235730|estExt_fgenesh1_pm.C_2160005	0	M0039	0.0821210521358727
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|235892|estExt_fgenesh1_pm.C_2700006	0	M0039	0.171379616620663
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|236349|estExt_fgenesh1_kg.C_50005	0	M0039	0.145536132802896
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|236441|estExt_fgenesh1_kg.C_110010	0	M0039	0.128252790691652
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|236543|estExt_fgenesh1_kg.C_230001	0	M0039	0.212698937285087
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|236562|estExt_fgenesh1_kg.C_250010	0	M0039	0.169143840309233
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|236584|estExt_fgenesh1_kg.C_260018	0	M0039	0.13667586988298
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|237274|estExt_fgenesh1_kg.C_1570005	0	M0039	0.118113843426956
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|237606|estExt_fgenesh1_kg.C_4280001	0	M0039	0.143526187266078
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|237669|estExt_fgenesh1_kg.C_7390001	0	M0039	0.0934785039746016
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|237737|estExt_fgenesh1_pg.C_10093	0	M0039	0.182811948202757
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|237777|estExt_fgenesh1_pg.C_10178	0	M0039	0.144739834448347
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|237812|estExt_fgenesh1_pg.C_10273	0	M0039	0.1200876477923
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|238060|estExt_fgenesh1_pg.C_30102	0	M0039	0.11011832068443
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|238064|estExt_fgenesh1_pg.C_30115	0	M0039	0.0626309902825291
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|238287|estExt_fgenesh1_pg.C_40251	0	M0039	0.0991703620967943
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|238321|estExt_fgenesh1_pg.C_50049	0	M0039	0.147834177016403
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|238352|estExt_fgenesh1_pg.C_50096	0	M0039	0.0292610304208303
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|238673|estExt_fgenesh1_pg.C_70154	0	M0039	0.102594937594487
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|239130|estExt_fgenesh1_pg.C_120063	0	M0039	0.0961678064176848
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|239150|estExt_fgenesh1_pg.C_120107	0	M0039	0.0989221274875853
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|239246|estExt_fgenesh1_pg.C_130070	0	M0039	0.103501785837056
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|239424|estExt_fgenesh1_pg.C_140156	0	M0039	0.177175163622157
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|239595|estExt_fgenesh1_pg.C_170015	0	M0039	0.138598788931348
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|239707|estExt_fgenesh1_pg.C_180099	0	M0039	0.216344082008517
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|240339|estExt_fgenesh1_pg.C_270112	0	M0039	0.11213178581503
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|240700|estExt_fgenesh1_pg.C_330021	0	M0039	0.184089939737671
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|240962|estExt_fgenesh1_pg.C_370103	0	M0039	0.182949887240315
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|241027|estExt_fgenesh1_pg.C_380079	0	M0039	0.0697128518240531
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|241645|estExt_fgenesh1_pg.C_480100	0	M0039	0.129454565813518
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|241656|estExt_fgenesh1_pg.C_490008	0	M0039	0.15231337815967
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|241819|estExt_fgenesh1_pg.C_520028	0	M0039	0.177214131982907
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|241916|estExt_fgenesh1_pg.C_530081	0	M0039	0.108342982873093
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|242065|estExt_fgenesh1_pg.C_560039	0	M0039	0.0831033266724104
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|242223|estExt_fgenesh1_pg.C_590028	0	M0039	0.200971482057
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|242822|estExt_fgenesh1_pg.C_730044	0	M0039	0.0797151649734377
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|242897|estExt_fgenesh1_pg.C_740081	0	M0039	0.208956462574108
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|243753|estExt_fgenesh1_pg.C_980001	0	M0039	0.0531522004825665
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|244054|estExt_fgenesh1_pg.C_1060041	0	M0039	0.107327641717398
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|244226|estExt_fgenesh1_pg.C_1140030	0	M0039	0.198469516302691
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|245314|estExt_fgenesh1_pg.C_1540023	0	M0039	0.0983344686127632
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|245995|estExt_fgenesh1_pg.C_1900030	0	M0039	0.114156669010236
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|246083|estExt_fgenesh1_pg.C_1950036	0	M0039	0.128048227360936
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|246327|estExt_fgenesh1_pg.C_2110035	0	M0039	0.0860795986252098
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|246553|estExt_fgenesh1_pg.C_2260012	0	M0039	0.0663697608217533
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|246622|estExt_fgenesh1_pg.C_2300002	0	M0039	0.111471384385015
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|247377|estExt_fgenesh1_pg.C_2960021	0	M0039	0.163858155196355
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|247474|estExt_fgenesh1_pg.C_3060024	0	M0039	0.115923737596072
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|247626|estExt_fgenesh1_pg.C_3250018	0	M0039	0.131401513854144
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|248023|estExt_fgenesh1_pg.C_3950006	0	M0039	0.116810917837303
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|248068|estExt_fgenesh1_pg.C_4100012	0	M0039	0.0971489748083586
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|248100|estExt_fgenesh1_pg.C_4200004	0	M0039	0.167192713897901
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|248189|estExt_fgenesh1_pg.C_4510004	0	M0039	0.108323642502903
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|248502|estExt_fgenesh1_pg.C_5970002	0	M0039	0.184983685736318
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|248770|estExt_fgenesh1_pg.C_19960001	0	M0039	0.175726605200037
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|25946|gw.30.20.1	0	M0039	0.142592873902766
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|28519|gw.123.37.1	0	M0039	0.105425875065049
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|32224|gw.7.84.1	0	M0039	0.0557115212765608
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|32966|gw.13.70.1	0	M0039	0.144814263169514
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|39271|gw.47.169.1	0	M0039	0.105994815519759
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|418|gw.1762.1.1	0	M0039	0.0992841691158438
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|46108|gw.881.7.1	0	M0039	0.068202859443984
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|48053|gw.2774.2.1	0	M0039	0.0526804192342132
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|49232|gw.3929.3.1	0	M0039	0.119633350482978
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|59568|gw.103.163.1	0	M0039	0.134469345010741
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|60399|gw.61.211.1	0	M0039	0.115773380698558
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|64326|gw.15.244.1	0	M0039	0.0417721374505798
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|80875|e_gw.3.408.1	0	M0039	0.109315185441131
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|82127|e_gw.5.144.1	0	M0039	0.168039084822555
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|82732|e_gw.6.244.1	0	M0039	0.117926718931211
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|82891|e_gw.6.263.1	0	M0039	0.158341086703833
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|83189|e_gw.7.369.1	0	M0039	0.0475830169091381
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|85537|e_gw.11.243.1	0	M0039	0.0888222145165758
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|86262|e_gw.13.309.1	0	M0039	0.0772677521967329
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|86743|e_gw.14.268.1	0	M0039	0.0861495880207247
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|88977|e_gw.20.244.1	0	M0039	0.172052501981582
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|91061|e_gw.26.194.1	0	M0039	0.0857814080383307
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|92016|e_gw.29.126.1	0	M0039	0.0968205633302545
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|95856|e_gw.41.49.1	0	M0039	0.192600948093343
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|97320|e_gw.46.327.1	0	M0039	0.12863316312915
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|98785|e_gw.51.152.1	0	M0039	0.141385583866502
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|99227|e_gw.52.77.1	0	M0039	0.0700047072415974
jgi|Nemve1|100326|e_gw.56.129.1	jgi|Nemve1|99372|e_gw.53.32.1	0	M0039	0.0786955699710771
jgi|Nemve1|100873|e_gw.58.24.1	jgi|Nemve1|101218|e_gw.60.121.1	0	M0039	0.196845616873656
jgi|Nemve1|100873|e_gw.58.24.1	jgi|Nemve1|103035|e_gw.67.61.1	0	M0039	0.171274170381931
jgi|Nemve1|100873|e_gw.58.24.1	jgi|Nemve1|103881|e_gw.70.82.1	0	M0039	0.185927610163429
jgi|Nemve1|100873|e_gw.58.24.1	jgi|Nemve1|108600|e_gw.91.123.1	0	M0039	0.151091816336677
jgi|Nemve1|100873|e_gw.58.24.1	jgi|Nemve1|109075|e_gw.93.54.1	0	M0039	0.147523404877414
